Run,Assay Type,BioSample,Center Name,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,AvgSpotLen,Bases,DATASTORE provider,DATASTORE region,BioProject,GEO_Accession (exp),source_name,Tissue,sex,AGE,Library Name,Cell_type,Biomaterial_provider,BioSampleModel,Cell_Line,Diagnosis,disease_state,brain_region,disease,SAMPLE_TYPE,gender,BMI,donor_age,donor_sex,RACE,siRNA
SRR8117387,Bisulfite-Seq,SAMN10219082,"BEIJING INSTITUTE OF GENOMICS, CHINESE ACADEMY OF SCIENCES",SRX4943707,HiSeq X Ten,PAIRED,unspecified,GENOMIC,Homo sapiens,ILLUMINA,2019-11-09T00:00:00Z,SRS3986211,TZ17,SRP167041,300,44334777600,"s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",PRJNA494975,,,plasma,female,74,TZ17,,"Department of Breast Oncology\, Tianjin Medical University Cancer Institute and Hospital\, National Clinical Research Center for Cancer\, Key Laboratory of Breast Cancer Prevention and Therapy\, Tianjin Medical University\, Tianjin 300060\, China",Human,,,,,,,,,,,,
SRR8117388,Bisulfite-Seq,SAMN10219081,"BEIJING INSTITUTE OF GENOMICS, CHINESE ACADEMY OF SCIENCES",SRX4943706,HiSeq X Ten,PAIRED,unspecified,GENOMIC,Homo sapiens,ILLUMINA,2019-11-09T00:00:00Z,SRS3986210,TZ16,SRP167041,300,45344178900,"ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",PRJNA494975,,,plasma,female,41,TZ16,,"Department of Breast Oncology\, Tianjin Medical University Cancer Institute and Hospital\, National Clinical Research Center for Cancer\, Key Laboratory of Breast Cancer Prevention and Therapy\, Tianjin Medical University\, Tianjin 300060\, China",Human,,,,,,,,,,,,
SRR8117409,Bisulfite-Seq,SAMN10219192,"BEIJING INSTITUTE OF GENOMICS, CHINESE ACADEMY OF SCIENCES",SRX4943684,HiSeq X Ten,PAIRED,unspecified,GENOMIC,Homo sapiens,ILLUMINA,2019-11-09T00:00:00Z,SRS3986188,XH19,SRP167041,300,41472858900,"gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",PRJNA494975,,,plasma,female,56,XH19,,"National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital\, Chinese Academy of Medical Sciences and Peking Union Medical College\, Beijing\, 100034\, China",Human,,,,,,,,,,,,
SRR8117410,Bisulfite-Seq,SAMN10219070,"BEIJING INSTITUTE OF GENOMICS, CHINESE ACADEMY OF SCIENCES",SRX4943683,HiSeq X Ten,PAIRED,unspecified,GENOMIC,Homo sapiens,ILLUMINA,2019-11-09T00:00:00Z,SRS3986187,N0045,SRP167041,300,44842809600,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",PRJNA494975,,,plasma,female,65,N0045,,"Department of Breast Oncology\, Tianjin Medical University Cancer Institute and Hospital\, National Clinical Research Center for Cancer\, Key Laboratory of Breast Cancer Prevention and Therapy\, Tianjin Medical University\, Tianjin 300060\, China",Human,,,,,,,,,,,,
SRR8117414,Bisulfite-Seq,SAMN10219062,"BEIJING INSTITUTE OF GENOMICS, CHINESE ACADEMY OF SCIENCES",SRX4943679,HiSeq X Ten,PAIRED,unspecified,GENOMIC,Homo sapiens,ILLUMINA,2019-11-09T00:00:00Z,SRS3986183,N0037,SRP167041,300,44131639200,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",PRJNA494975,,,plasma,female,52,N0037,,"Department of Breast Oncology\, Tianjin Medical University Cancer Institute and Hospital\, National Clinical Research Center for Cancer\, Key Laboratory of Breast Cancer Prevention and Therapy\, Tianjin Medical University\, Tianjin 300060\, China",Human,,,,,,,,,,,,
SRR8117427,Bisulfite-Seq,SAMN10219201,"BEIJING INSTITUTE OF GENOMICS, CHINESE ACADEMY OF SCIENCES",SRX4943672,HiSeq X Ten,PAIRED,unspecified,GENOMIC,Homo sapiens,ILLUMINA,2019-11-09T00:00:00Z,SRS3986176,FD27N,SRP167041,300,65921667300,"gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",PRJNA494975,,,breast,female,missing,FD27N,,"Fudan University Shanghai Cancer Center & Institutes of Biomedical Sciences; Shanghai Medical College; Key Laboratory of Breast Cancer in Shanghai; Innovation Center for Cell Signaling Network; Cancer Institutes\, Fudan University\, Shanghai\, 200038\, China",Human,,,,,,,,,,,,
SRR8117460,Bisulfite-Seq,SAMN10219046,"BEIJING INSTITUTE OF GENOMICS, CHINESE ACADEMY OF SCIENCES",SRX4943806,HiSeq X Ten,PAIRED,unspecified,GENOMIC,Homo sapiens,ILLUMINA,2019-11-09T00:00:00Z,SRS3986309,N0018,SRP167041,300,39522147300,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",PRJNA494975,,,plasma,female,37,N0018,,"Yingli Sun lab\, Beijing Institute of Genomics\, Chinese Academy of Sciences\, Beijing\, China",Human,,,,,,,,,,,,
SRR8117471,Bisulfite-Seq,SAMN10219144,"BEIJING INSTITUTE OF GENOMICS, CHINESE ACADEMY OF SCIENCES",SRX4943795,HiSeq X Ten,PAIRED,unspecified,GENOMIC,Homo sapiens,ILLUMINA,2019-11-09T00:00:00Z,SRS3986298,TZ106,SRP167041,300,49225332900,"gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",PRJNA494975,,,plasma,female,45,TZ106,,"Department of Breast Oncology\, Tianjin Medical University Cancer Institute and Hospital\, National Clinical Research Center for Cancer\, Key Laboratory of Breast Cancer Prevention and Therapy\, Tianjin Medical University\, Tianjin 300060\, China",Human,,,,,,,,,,,,
SRR8117479,Bisulfite-Seq,SAMN10219104,"BEIJING INSTITUTE OF GENOMICS, CHINESE ACADEMY OF SCIENCES",SRX4943787,HiSeq X Ten,PAIRED,unspecified,GENOMIC,Homo sapiens,ILLUMINA,2019-11-09T00:00:00Z,SRS3986290,TZ42,SRP167041,300,38957647500,"ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",PRJNA494975,,,plasma,female,37,TZ42,,"Department of Breast Oncology\, Tianjin Medical University Cancer Institute and Hospital\, National Clinical Research Center for Cancer\, Key Laboratory of Breast Cancer Prevention and Therapy\, Tianjin Medical University\, Tianjin 300060\, China",Human,,,,,,,,,,,,
SRR8117511,Bisulfite-Seq,SAMN10219180,"BEIJING INSTITUTE OF GENOMICS, CHINESE ACADEMY OF SCIENCES",SRX4943755,HiSeq X Ten,PAIRED,unspecified,GENOMIC,Homo sapiens,ILLUMINA,2019-11-09T00:00:00Z,SRS3986259,XH2,SRP167041,300,46649398200,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",PRJNA494975,,,plasma,female,61,XH2,,"National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital\, Chinese Academy of Medical Sciences and Peking Union Medical College\, Beijing\, 100022\, China",Human,,,,,,,,,,,,
SRR5914723,Bisulfite-Seq,SAMN07483789,GEO,SRX3075707,Illumina HiSeq 1500,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-08-11T00:00:00Z,SRS2417489,GSM2735962,SRP115074,101,49478549731,"s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",PRJNA397651,GSM2735962,MCF7_emptyVector_doxInduced_WGBS,,,,,human brest cancer cell line,,,MCF-7,,,,,,,,,,,
SRR5914730,Bisulfite-Seq,SAMN07483768,GEO,SRX3075714,Illumina HiSeq 1500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-08-11T00:00:00Z,SRS2417484,GSM2735969,SRP115074,150,23782206750,"gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",PRJNA397651,GSM2735969,MCF7_ZF_DNMT3A_noDox_WGBS,,,,,human brest cancer cell line,,,MCF-7,,,,,,,,,,,
SRR5821305,Bisulfite-Seq,SAMN07347211,UNIVERSITY OF WASHINGTON,SRX2999164,Illumina HiSeq 2500,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-10-07T00:00:00Z,SRS2350106,BM-MSC_young_81,SRP111740,48,1100336454,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",PRJNA394022,,,bone marrow,male,20,81p4_WGBS,bone marrow derived mesenchymal stem cells,Saara Laitinen (saara.laitinen@bloodservice.fi),Human,,,,,,,,,,,,
SRR5821306,Bisulfite-Seq,SAMN07347215,UNIVERSITY OF WASHINGTON,SRX2999163,Illumina HiSeq 2500,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-10-07T00:00:00Z,SRS2350105,BM-MSC_young_92,SRP111740,48,1147591706,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",PRJNA394022,,,bone marrow,male,23,92p4_WGBS,bone marrow derived mesenchymal stem cells,Saara Laitinen (saara.laitinen@bloodservice.fi),Human,,,,,,,,,,,,
SRR6464448,Bisulfite-Seq,SAMN08354883,GEO,SRX3554451,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-01-23T00:00:00Z,SRS2827814,GSM2931718,SRP128919,29,444590329,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",PRJNA429640,GSM2931718,CO_astrocytes,cerebral organoid derived astrocytes,,,,,,,,,,,,,,,,,,
SRR6715568,Bisulfite-Seq,SAMN08524404,GEO,SRX3688984,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2018-04-10T00:00:00Z,SRS2948592,GSM2995373,SRP132785,202,6294186276,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",PRJNA433957,GSM2995373,colon,"sessile serrated polyp biopsy (BRAF-V600E) from patient #1 (P1) [P1-SSP-3],colon",,,,,,,,,,,,,,,,,,
SRR6715569,Bisulfite-Seq,SAMN08524404,GEO,SRX3688984,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2018-04-10T00:00:00Z,SRS2948592,GSM2995373,SRP132785,202,6961314102,"ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA433957,GSM2995373,colon,"sessile serrated polyp biopsy (BRAF-V600E) from patient #1 (P1) [P1-SSP-3],colon",,,,,,,,,,,,,,,,,,
SRR6715579,Bisulfite-Seq,SAMN08524404,GEO,SRX3688984,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2018-04-10T00:00:00Z,SRS2948592,GSM2995373,SRP132785,202,7296694500,"ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",PRJNA433957,GSM2995373,colon,"sessile serrated polyp biopsy (BRAF-V600E) from patient #1 (P1) [P1-SSP-3],colon",,,,,,,,,,,,,,,,,,
SRR6715580,Bisulfite-Seq,SAMN08524403,GEO,SRX3688985,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2018-04-10T00:00:00Z,SRS2948593,GSM2995374,SRP132785,202,7043213992,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",PRJNA433957,GSM2995374,colon,"Grossly uninvolved biopsy from patient #1 (P1),colon",,,,,,,,,,,,,,,,,,
SRR6715590,Bisulfite-Seq,SAMN08524403,GEO,SRX3688985,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2018-04-10T00:00:00Z,SRS2948593,GSM2995374,SRP132785,202,7651214802,"ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA433957,GSM2995374,colon,"Grossly uninvolved biopsy from patient #1 (P1),colon",,,,,,,,,,,,,,,,,,
SRR6715597,Bisulfite-Seq,SAMN08524402,GEO,SRX3688986,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2018-04-10T00:00:00Z,SRS2948594,GSM2995375,SRP132785,202,9818729140,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",PRJNA433957,GSM2995375,Blood,"Blood sample from patient #1 (P1),Blood",,,,,,,,,,,,,,,,,,
SRR5914724,Bisulfite-Seq,SAMN07483786,GEO,SRX3075708,Illumina HiSeq 1500,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-08-11T00:00:00Z,SRS2417490,GSM2735963,SRP115074,101,64401047635,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",PRJNA397651,GSM2735963,MCF7_empytVector_doxWithdrawn_WGBS,,,,,human brest cancer cell line,,,MCF-7,,,,,,,,,,,
SRR5914725,Bisulfite-Seq,SAMN07483785,GEO,SRX3075709,Illumina HiSeq 1500,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-08-11T00:00:00Z,SRS2417488,GSM2735964,SRP115074,99,65005494284,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",PRJNA397651,GSM2735964,MCF7_ZF_DNMT3A_doxInduced_WGBS,,,,,human brest cancer cell line,,,MCF-7,,,,,,,,,,,
SRR6659681,Bisulfite-Seq,SAMN08448325,GEO,SRX3636795,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-11-09T00:00:00Z,SRS2903299,GSM2974451,SRP131900,300,2446091700,"s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",PRJNA432400,GSM2974451,ALL xenograft cells,ALL xenograft cells,,,,,,,,,,,,,,,,,,
SRR6659693,Bisulfite-Seq,SAMN08448324,GEO,SRX3636796,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-11-09T00:00:00Z,SRS2903298,GSM2974452,SRP131900,300,2791905600,"s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",PRJNA432400,GSM2974452,ALL xenograft cells,ALL xenograft cells,,,,,,,,,,,,,,,,,,
SRR7171389,Bisulfite-Seq,SAMN09213682,GEO,SRX4089317,NextSeq 500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2018-07-16T00:00:00Z,SRS3306074,GSM3143433,SRP126139,147,7483525975,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",PRJNA421087,GSM3143433,HaCaT cell line,,,,,,,,HaCaT,,,,,,,,,,,
SRR7171391,Bisulfite-Seq,SAMN09213681,GEO,SRX4089318,NextSeq 500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2018-07-16T00:00:00Z,SRS3306075,GSM3143434,SRP126139,147,6871369913,"s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",PRJNA421087,GSM3143434,HaCaT cell line,,,,,,,,HaCaT,,,,,,,,,,,
SRR7171396,Bisulfite-Seq,SAMN09213680,GEO,SRX4089319,NextSeq 500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2018-07-16T00:00:00Z,SRS3306076,GSM3143435,SRP126139,147,5455948731,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",PRJNA421087,GSM3143435,HaCaT cell line,,,,,,,,HaCaT,,,,,,,,,,,
SRR7171402,Bisulfite-Seq,SAMN09213679,GEO,SRX4089320,NextSeq 500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2018-07-16T00:00:00Z,SRS3306077,GSM3143436,SRP126139,147,3494652410,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",PRJNA421087,GSM3143436,HaCaT cell line,,,,,,,,HaCaT,,,,,,,,,,,
SRR7171406,Bisulfite-Seq,SAMN09213678,GEO,SRX4089321,NextSeq 500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2018-07-16T00:00:00Z,SRS3306078,GSM3143437,SRP126139,147,7162508987,"ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",PRJNA421087,GSM3143437,HaCaT cell line,,,,,,,,HaCaT,,,,,,,,,,,
SRR7171407,Bisulfite-Seq,SAMN09213677,GEO,SRX4089322,NextSeq 500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2018-07-16T00:00:00Z,SRS3306079,GSM3143438,SRP126139,147,6393382474,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",PRJNA421087,GSM3143438,HaCaT cell line,,,,,,,,HaCaT,,,,,,,,,,,
SRR7171408,Bisulfite-Seq,SAMN09213677,GEO,SRX4089322,NextSeq 500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2018-07-16T00:00:00Z,SRS3306079,GSM3143438,SRP126139,147,5929661814,"ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",PRJNA421087,GSM3143438,HaCaT cell line,,,,,,,,HaCaT,,,,,,,,,,,
SRR7171409,Bisulfite-Seq,SAMN09213677,GEO,SRX4089322,NextSeq 500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2018-07-16T00:00:00Z,SRS3306079,GSM3143438,SRP126139,147,6173084058,"gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",PRJNA421087,GSM3143438,HaCaT cell line,,,,,,,,HaCaT,,,,,,,,,,,
SRR7171411,Bisulfite-Seq,SAMN09213685,GEO,SRX4089323,NextSeq 500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2018-07-16T00:00:00Z,SRS3306080,GSM3143439,SRP126139,147,4803151405,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",PRJNA421087,GSM3143439,HaCaT cell line,,,,,,,,HaCaT,,,,,,,,,,,
SRR5100609,Bisulfite-Seq,SAMN06134722,GEO,SRX2417147,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-12-15T00:00:00Z,SRS1854501,GSM2425579,SRP095006,300,20655405000,"gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",PRJNA357200,GSM2425579,Human embryonic kidney cells,,,,,Human embryonic kidney cell line,,,HEK293T,,,,,,,,,,,
SRR5100614,Bisulfite-Seq,SAMN06134721,GEO,SRX2417148,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-12-15T00:00:00Z,SRS1854503,GSM2425580,SRP095006,300,23486830200,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",PRJNA357200,GSM2425580,Human embryonic kidney cells,,,,,Human embryonic kidney cell line,,,HEK293T,,,,,,,,,,,
SRR5100626,Bisulfite-Seq,SAMN06134719,GEO,SRX2417150,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-12-15T00:00:00Z,SRS1854506,GSM2425582,SRP095006,300,21024138900,"s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",PRJNA357200,GSM2425582,Human embryonic kidney cells,,,,,Human embryonic kidney cell line,,,HEK293T,,,,,,,,,,,
SRR5100631,Bisulfite-Seq,SAMN06134718,GEO,SRX2417151,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-12-15T00:00:00Z,SRS1854505,GSM2425583,SRP095006,300,23601035700,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",PRJNA357200,GSM2425583,Human embryonic kidney cells,,,,,Human embryonic kidney cell line,,,HEK293T,,,,,,,,,,,
SRR5100635,Bisulfite-Seq,SAMN06134717,GEO,SRX2417152,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-12-15T00:00:00Z,SRS1854508,GSM2425584,SRP095006,300,23376714000,"ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",PRJNA357200,GSM2425584,Human embryonic kidney cells,,,,,Human embryonic kidney cell line,,,HEK293T,,,,,,,,,,,
SRR5100640,Bisulfite-Seq,SAMN06134716,GEO,SRX2417153,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-12-15T00:00:00Z,SRS1854507,GSM2425585,SRP095006,300,20012848800,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",PRJNA357200,GSM2425585,Human embryonic kidney cells,,,,,Human embryonic kidney cell line,,,HEK293T,,,,,,,,,,,
SRR5100643,Bisulfite-Seq,SAMN06134716,GEO,SRX2417153,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-12-15T00:00:00Z,SRS1854507,GSM2425585,SRP095006,300,20218972500,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",PRJNA357200,GSM2425585,Human embryonic kidney cells,,,,,Human embryonic kidney cell line,,,HEK293T,,,,,,,,,,,
SRR5009247,Bisulfite-Seq,SAMN06008023,GEO,SRX2340537,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-12-06T00:00:00Z,SRS1795130,GSM2387332,SRP093254,200,800000000,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",PRJNA353017,GSM2387332,HUES8 human embryonic stem cells (hESCs),,,,,,,,HUES8 hESCs,,,,,,,,,,,
SRR5009248,Bisulfite-Seq,SAMN06008023,GEO,SRX2340537,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-12-06T00:00:00Z,SRS1795130,GSM2387332,SRP093254,200,800000000,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",PRJNA353017,GSM2387332,HUES8 human embryonic stem cells (hESCs),,,,,,,,HUES8 hESCs,,,,,,,,,,,
SRR5009250,Bisulfite-Seq,SAMN06008023,GEO,SRX2340537,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-12-06T00:00:00Z,SRS1795130,GSM2387332,SRP093254,200,800000000,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",PRJNA353017,GSM2387332,HUES8 human embryonic stem cells (hESCs),,,,,,,,HUES8 hESCs,,,,,,,,,,,
SRR5009252,Bisulfite-Seq,SAMN06008023,GEO,SRX2340537,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-12-06T00:00:00Z,SRS1795130,GSM2387332,SRP093254,200,800000000,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA353017,GSM2387332,HUES8 human embryonic stem cells (hESCs),,,,,,,,HUES8 hESCs,,,,,,,,,,,
SRR5009258,Bisulfite-Seq,SAMN06008023,GEO,SRX2340537,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-12-06T00:00:00Z,SRS1795130,GSM2387332,SRP093254,200,800000000,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",PRJNA353017,GSM2387332,HUES8 human embryonic stem cells (hESCs),,,,,,,,HUES8 hESCs,,,,,,,,,,,
SRR5009260,Bisulfite-Seq,SAMN06008023,GEO,SRX2340537,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-12-06T00:00:00Z,SRS1795130,GSM2387332,SRP093254,200,800000000,"s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",PRJNA353017,GSM2387332,HUES8 human embryonic stem cells (hESCs),,,,,,,,HUES8 hESCs,,,,,,,,,,,
SRR5009269,Bisulfite-Seq,SAMN06008023,GEO,SRX2340537,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-12-06T00:00:00Z,SRS1795130,GSM2387332,SRP093254,200,800000000,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",PRJNA353017,GSM2387332,HUES8 human embryonic stem cells (hESCs),,,,,,,,HUES8 hESCs,,,,,,,,,,,
SRR5009271,Bisulfite-Seq,SAMN06008023,GEO,SRX2340537,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-12-06T00:00:00Z,SRS1795130,GSM2387332,SRP093254,200,800000000,"ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",PRJNA353017,GSM2387332,HUES8 human embryonic stem cells (hESCs),,,,,,,,HUES8 hESCs,,,,,,,,,,,
SRR5009275,Bisulfite-Seq,SAMN06008023,GEO,SRX2340537,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-12-06T00:00:00Z,SRS1795130,GSM2387332,SRP093254,200,800000000,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",PRJNA353017,GSM2387332,HUES8 human embryonic stem cells (hESCs),,,,,,,,HUES8 hESCs,,,,,,,,,,,
SRR5009282,Bisulfite-Seq,SAMN06008023,GEO,SRX2340537,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-12-06T00:00:00Z,SRS1795130,GSM2387332,SRP093254,200,251150000,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",PRJNA353017,GSM2387332,HUES8 human embryonic stem cells (hESCs),,,,,,,,HUES8 hESCs,,,,,,,,,,,
SRR5009284,Bisulfite-Seq,SAMN06008023,GEO,SRX2340537,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-12-06T00:00:00Z,SRS1795130,GSM2387332,SRP093254,200,800000000,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",PRJNA353017,GSM2387332,HUES8 human embryonic stem cells (hESCs),,,,,,,,HUES8 hESCs,,,,,,,,,,,
SRR5009286,Bisulfite-Seq,SAMN06008023,GEO,SRX2340537,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-12-06T00:00:00Z,SRS1795130,GSM2387332,SRP093254,200,800000000,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",PRJNA353017,GSM2387332,HUES8 human embryonic stem cells (hESCs),,,,,,,,HUES8 hESCs,,,,,,,,,,,
SRR5009292,Bisulfite-Seq,SAMN06008023,GEO,SRX2340537,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-12-06T00:00:00Z,SRS1795130,GSM2387332,SRP093254,200,800000000,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",PRJNA353017,GSM2387332,HUES8 human embryonic stem cells (hESCs),,,,,,,,HUES8 hESCs,,,,,,,,,,,
SRR5009295,Bisulfite-Seq,SAMN06008028,GEO,SRX2340538,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-12-06T00:00:00Z,SRS1795125,GSM2387333,SRP093254,200,800000000,"s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",PRJNA353017,GSM2387333,HUES8 human embryonic stem cells (hESCs),,,,,,,,HUES8 hESCs,,,,,,,,,,,
SRR5009297,Bisulfite-Seq,SAMN06008028,GEO,SRX2340538,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-12-06T00:00:00Z,SRS1795125,GSM2387333,SRP093254,200,800000000,"ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",PRJNA353017,GSM2387333,HUES8 human embryonic stem cells (hESCs),,,,,,,,HUES8 hESCs,,,,,,,,,,,
SRR5009300,Bisulfite-Seq,SAMN06008028,GEO,SRX2340538,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-12-06T00:00:00Z,SRS1795125,GSM2387333,SRP093254,200,800000000,"s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",PRJNA353017,GSM2387333,HUES8 human embryonic stem cells (hESCs),,,,,,,,HUES8 hESCs,,,,,,,,,,,
