Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,source_name,GEO_Accession (exp),Tissue,disease_state,Cell_type,Cell_Line,gender,AGE,SAMPLE_TYPE,sex,tissue_type,cohort,Treatment,Library Name,Biomaterial_provider,N,T,Group,Genotype,Replicate,etype,gtype,m,mtypehe,BioSampleModel,Isolate,gestational_age,instrument_model (run),karyotype,Passage,cancer_type,hepatic_zone,isolation,clustered_group,dmfd_class,tissues,Subject_ID,lineage,mother/newborn,sgRNA,Individual,library_prep_kit,Sample_Name,Developmental_Stage,disease,molecule_subtype,obese_status,body_type,Participant,subject_status,training_status,method,age_at_skin_biopsy,disease_status,disease_subtype,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),genotype/variation,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,Title,Time_point,tumorgenecity,Alias,Broker_name,ENA_checklist,organism,progenitor_cell_type,nact,recist,Storage_time,tissue_subtype,Condition,gestational_stage,Passages,BIOMATERIAL_TYPE,collection_method,donor_age,DONOR_ETHNICITY,DONOR_HEALTH_STATUS,donor_id,donor_sex,EXPERIMENT_TYPE (exp),EXTRACTION_PROTOCOL (exp),Molecule,sample_term_id,TISSUE_DEPOT,ipsc_clone_number,transduced_with,disease_stage,health_state,reprogramming_stage,5-azacytidine_status,facs_isolation_characteristic,gestation,Lane,protocol,rounds_of_in_vivo_selection,run,sample_input,cell_types,develpment_stage,digestion,medium,surface_antigen_enrichment,tissue_location,twin_pair,cell_status,Strain,transfected_with,infection_state,Experiment,PASSAGE_IF_EXPANDED,Stage,status,common_name,ENA-FIRST-PUBLIC,ENA_last_update,experiment_type,External_Id,FLT3-ITD_Status
SRR1656656,Bisulfite-Seq,29,262089008,PRJNA267700,SAMN03199519,203418929,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX763120,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1548428,SRP050004,reprogramming intermediates of hiF-T cells,GSM1548428,,,,,,,,,,,DOX days 0-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSEA3-,,,,,,,,,,,,,,,,
SRR1656659,Bisulfite-Seq,29,284049925,PRJNA267700,SAMN03199530,220771989,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX763123,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1548431,SRP050004,reprogramming intermediates of hiF-T cells,GSM1548431,,,,,,,,,,,DOX days 0-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSEA3+,,,,,,,,,,,,,,,,
SRR1656660,Bisulfite-Seq,29,522922171,PRJNA267700,SAMN03199520,398519599,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX763124,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1548432,SRP050004,reprogramming intermediates of hiF-T cells,GSM1548432,,,,,,,,,,,DOX days 0-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSEA3-,,,,,,,,,,,,,,,,
SRR5114707,Bisulfite-Seq,102,1991392818,PRJNA357626,SAMN06146071,1418230626,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2426718,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-02-25T00:00:00Z,GSM2430078,SRP095205,Cell line,GSM2430078,,,patient-derived Xenograph glioma stem cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 to 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5114709,Bisulfite-Seq,102,1730379408,PRJNA357626,SAMN06146069,1237316587,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2426720,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-02-25T00:00:00Z,GSM2430080,SRP095205,Cell line,GSM2430080,,,patient-derived Xenograph glioma stem cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 to 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5114710,Bisulfite-Seq,102,3382436280,PRJNA357626,SAMN06146068,2274680144,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2426721,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-02-25T00:00:00Z,GSM2430081,SRP095205,Cell line,GSM2430081,,,patient-derived Xenograph glioma stem cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 to 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5114711,Bisulfite-Seq,102,3715190778,PRJNA357626,SAMN06146067,2515709019,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2426722,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-02-25T00:00:00Z,GSM2430082,SRP095205,Cell line,GSM2430082,,,patient-derived Xenograph glioma stem cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 to 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5114713,Bisulfite-Seq,102,3843538296,PRJNA357626,SAMN06146018,2599924861,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2426724,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-02-25T00:00:00Z,GSM2430084,SRP095205,Cell line,GSM2430084,,,fetal brain-derived neural stem/progenitor cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 to 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5114715,Bisulfite-Seq,102,3641607876,PRJNA357626,SAMN06145975,2352927918,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2426726,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-02-25T00:00:00Z,GSM2430086,SRP095205,Cell line,GSM2430086,,,patient-derived Xenograph glioma stem cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 to 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5114716,Bisulfite-Seq,102,3394661388,PRJNA357626,SAMN06146066,2211801655,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2426727,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-02-25T00:00:00Z,GSM2430087,SRP095205,Cell line,GSM2430087,,,patient-derived Xenograph glioma stem cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 to 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5114717,Bisulfite-Seq,102,3689823072,PRJNA357626,SAMN06146055,2408168377,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2426728,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-02-25T00:00:00Z,GSM2430088,SRP095205,Cell line,GSM2430088,,,patient-derived Xenograph glioma stem cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 to 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5114719,Bisulfite-Seq,102,4342129392,PRJNA357626,SAMN06145973,2819041978,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2426730,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-02-25T00:00:00Z,GSM2430090,SRP095205,Cell line,GSM2430090,,,fetal brain-derived neural stem/progenitor cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 to 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1656657,Bisulfite-Seq,29,412081967,PRJNA267700,SAMN03199524,315804532,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX763121,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1548429,SRP050004,reprogramming intermediates of hiF-T cells,GSM1548429,,,,,,,,,,,DOX days 0-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSEA3+,,,,,,,,,,,,,,,,
SRR5277475,Bisulfite-Seq,75,846249750,PRJNA376214,SAMN06368014,638662462,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2581405,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2017-02-23T00:00:00Z,GSM2498111,SRP100484,whole blood,GSM2498111,whole blood,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L006,rmRRBS,,1,200ng,,,,,,,,,,,,,,,,,,,,,
SRR5277476,Bisulfite-Seq,75,1144646550,PRJNA376214,SAMN06368013,845781868,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2581406,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2017-02-23T00:00:00Z,GSM2498112,SRP100484,whole blood,GSM2498112,whole blood,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L002,rmRRBS,,1,200ng,,,,,,,,,,,,,,,,,,,,,
SRR5277480,Bisulfite-Seq,75,1303272000,PRJNA376214,SAMN06368009,957413734,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2581410,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2017-02-23T00:00:00Z,GSM2498116,SRP100484,whole blood,GSM2498116,whole blood,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L003,rmRRBS,,1,200ng,,,,,,,,,,,,,,,,,,,,,
SRR5277481,Bisulfite-Seq,75,1522955925,PRJNA376214,SAMN06368008,1116689860,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2581411,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2017-02-23T00:00:00Z,GSM2498117,SRP100484,whole blood,GSM2498117,whole blood,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L003,rmRRBS,,1,200ng,,,,,,,,,,,,,,,,,,,,,
SRR5315098,Bisulfite-Seq,50,777694000,PRJNA378322,SAMN06481943,389340102,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2614784,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2017-03-09T00:00:00Z,GSM2523095,SRP101526,B-LCL_Ctrl3,GSM2523095,,,cell line,,,,,,,,,,,,,,DNMT3Bwt/wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5315099,Bisulfite-Seq,50,689680100,PRJNA378322,SAMN06481943,343887526,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2614784,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2017-03-09T00:00:00Z,GSM2523095,SRP101526,B-LCL_Ctrl3,GSM2523095,,,cell line,,,,,,,,,,,,,,DNMT3Bwt/wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5315100,Bisulfite-Seq,50,741055150,PRJNA378322,SAMN06481955,371529066,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2614785,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2017-03-09T00:00:00Z,GSM2523096,SRP101526,B-LCL_ICF1p1,GSM2523096,,,cell line,,,,,,,,,,,,,,DNMT3BA603T/STP807ins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5315101,Bisulfite-Seq,50,871804700,PRJNA378322,SAMN06481955,435416430,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2614785,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2017-03-09T00:00:00Z,GSM2523096,SRP101526,B-LCL_ICF1p1,GSM2523096,,,cell line,,,,,,,,,,,,,,DNMT3BA603T/STP807ins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4915430,Bisulfite-Seq,51,4866963711,PRJNA352461,SAMN05981363,2496328022,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2327157,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM2375157,SRP092583,AML ex vivo culture,GSM2375157,patient-derived TET2 mutant AML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4915433,Bisulfite-Seq,51,5061839046,PRJNA352461,SAMN05981360,2601142427,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2327160,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM2375160,SRP092583,AML ex vivo culture,GSM2375160,patient-derived TET2 mutant AML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3823522,Bisulfite-Seq,49,3200000076,PRJNA327957,SAMN05362537,2063264736,UNIVERSITY OF PADOVA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1924095,Illumina HiSeq 2000,SINGLE,Restriction Digest,GENOMIC,Homo sapiens,ILLUMINA,2017-08-31T00:00:00Z,RMS2,SRP078221,,,primary tumor tissue,,,,,11years,,female,,,none,L_0002,"Biology of Solid Tumor''s lab\, Padova",,,,,,,,,,Human,not applicable,,,,,,,,,,,,,,,,,,,ARMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group IV,ALIVE on 1st CR off therapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3823523,Bisulfite-Seq,49,3200000076,PRJNA327957,SAMN05362546,2018688239,UNIVERSITY OF PADOVA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1924096,Illumina HiSeq 2000,SINGLE,Restriction Digest,GENOMIC,Homo sapiens,ILLUMINA,2017-08-31T00:00:00Z,RMS11,SRP078221,,,primary tumor tissue,,,,,2years,,female,,,none,L_0011,"Biology of Solid Tumor''s lab\, Padova",,,,,,,,,,Human,not applicable,,,,,,,,,,,,,,,,,,,ERMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group III,ALIVE on 1st CR off therapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3823527,Bisulfite-Seq,49,3200000076,PRJNA327957,SAMN05362550,2044755397,UNIVERSITY OF PADOVA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1924100,Illumina HiSeq 2000,SINGLE,Restriction Digest,GENOMIC,Homo sapiens,ILLUMINA,2017-08-31T00:00:00Z,RMS15,SRP078221,,,primary tumor tissue,,,,,3years,,female,,,none,L_0015,"Biology of Solid Tumor''s lab\, Padova",,,,,,,,,,Human,not applicable,,,,,,,,,,,,,,,,,,,ARMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group III a,ALIVE on 1st CR off therapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3823528,Bisulfite-Seq,49,3200000076,PRJNA327957,SAMN05362538,2032877762,UNIVERSITY OF PADOVA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1924101,Illumina HiSeq 2000,SINGLE,Restriction Digest,GENOMIC,Homo sapiens,ILLUMINA,2017-08-31T00:00:00Z,RMS3,SRP078221,,,primary tumor tissue,,,,,4years,,female,,,none,L_0003,"Biology of Solid Tumor''s lab\, Padova",,,,,,,,,,Human,not applicable,,,,,,,,,,,,,,,,,,,ARMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group III a,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3823531,Bisulfite-Seq,49,3356341730,PRJNA327957,SAMN05362541,2140983785,UNIVERSITY OF PADOVA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1924104,Illumina HiSeq 2000,SINGLE,Restriction Digest,GENOMIC,Homo sapiens,ILLUMINA,2017-08-31T00:00:00Z,RMS6,SRP078221,,,primary tumor tissue,,,,,4years,,male,,,none,L_0006,"Biology of Solid Tumor''s lab\, Padova",,,,,,,,,,Human,not applicable,,,,,,,,,,,,,,,,,,,ERMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group IV,ALIVE on 1st line chemotherpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5381640,Bisulfite-Seq,102,2967427044,PRJNA380679,SAMN06646239,2019667440,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2676765,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2017-08-14T00:00:00Z,GSM2551709,SRP102558,c9ALS_Cerebellum,GSM2551709,brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C9orf72-associated amyotrophic lateral sclerosis (c9ALS),,,,,,,,,,,,,,,,,,,,,,,,,,Cerebellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5381646,Bisulfite-Seq,102,2913656928,PRJNA380679,SAMN06646232,2000568756,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2676771,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2017-08-14T00:00:00Z,GSM2551715,SRP102558,sALS_Cerebellum,GSM2551715,brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sporadic amyotrophic lateral sclerosis (sALS),,,,,,,,,,,,,,,,,,,,,,,,,,Cerebellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5381648,Bisulfite-Seq,102,3205272888,PRJNA380679,SAMN06646230,2205032693,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2676773,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2017-08-14T00:00:00Z,GSM2551717,SRP102558,sALS_Cerebellum,GSM2551717,brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sporadic amyotrophic lateral sclerosis (sALS),,,,,,,,,,,,,,,,,,,,,,,,,,Cerebellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4915435,Bisulfite-Seq,51,5717504481,PRJNA352461,SAMN05981358,2947895092,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2327162,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM2375162,SRP092583,AML ex vivo culture,GSM2375162,patient-derived TET2 mutant AML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3823521,Bisulfite-Seq,49,3200000076,PRJNA327957,SAMN05362536,2029507943,UNIVERSITY OF PADOVA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1924094,Illumina HiSeq 2000,SINGLE,Restriction Digest,GENOMIC,Homo sapiens,ILLUMINA,2017-08-31T00:00:00Z,RMS1,SRP078221,,,primary tumor tissue,,,,,5 years,,male,,,none,L_0001,"Biology of Solid Tumor''s lab\, Padova",,,,,,,,,,Human,not applicable,,,,,,,,,,,,,,,,,,,ARMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group IV,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3823525,Bisulfite-Seq,49,3200000076,PRJNA327957,SAMN05362548,2025407463,UNIVERSITY OF PADOVA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1924098,Illumina HiSeq 2000,SINGLE,Restriction Digest,GENOMIC,Homo sapiens,ILLUMINA,2017-08-31T00:00:00Z,RMS13,SRP078221,,,primary tumor tissue,,,,,1year,,male,,,none,L_0013,"Biology of Solid Tumor''s lab\, Padova",,,,,,,,,,Human,not applicable,,,,,,,,,,,,,,,,,,,ERMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group III a,ALIVE on 1st CR off therapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3823529,Bisulfite-Seq,49,3200000076,PRJNA327957,SAMN05362539,2034131622,UNIVERSITY OF PADOVA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1924102,Illumina HiSeq 2000,SINGLE,Restriction Digest,GENOMIC,Homo sapiens,ILLUMINA,2017-08-31T00:00:00Z,RMS4,SRP078221,,,primary tumor tissue,,,,,1year,,female,,,none,L_0004,"Biology of Solid Tumor''s lab\, Padova",,,,,,,,,,Human,not applicable,,,,,,,,,,,,,,,,,,,ERMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group III a,ALIVE on 2nd CR off therapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3823534,Bisulfite-Seq,49,3200000076,PRJNA327957,SAMN05362544,2034974134,UNIVERSITY OF PADOVA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1924107,Illumina HiSeq 2000,SINGLE,Restriction Digest,GENOMIC,Homo sapiens,ILLUMINA,2017-08-31T00:00:00Z,RMS9,SRP078221,,,primary tumor tissue,,,,,15years,,male,,,none,L_0009,"Biology of Solid Tumor''s lab\, Padova",,,,,,,,,,Human,not applicable,,,,,,,,,,,,,,,,,,,ARMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group III,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3823535,Bisulfite-Seq,49,3200000076,PRJNA327957,SAMN05362545,2004211860,UNIVERSITY OF PADOVA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1924108,Illumina HiSeq 2000,SINGLE,Restriction Digest,GENOMIC,Homo sapiens,ILLUMINA,2017-08-31T00:00:00Z,RMS10,SRP078221,,,primary tumor tissue,,,,,15years,,male,,,none,L_0010,"Biology of Solid Tumor''s lab\, Padova",,,,,,,,,,Human,not applicable,,,,,,,,,,,,,,,,,,,ARMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group III a,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
